Ticket_Number,O_Violation_Location_Borough,O_Violation_Location_Block_No.,O_Violation_Location_Lot_No,O_Violation_Location_House_No.,O_Violation_Location_Street_Name,O_Violation_Location_City,O_Violation_Location_Zip_Code,O_Violation_Location_State_Name,Category (Gemini),Revised_Address (Gemini)
199009782,QUEENS,.,.,.,C O 49 AVE 217 ST,QUEENS,.,NEW YORK,Intersection,49 AVE AND 217 ST
199012972,QUEENS,.,.,.,QUEENS BLVD 69 ROAD W B,QUEENS,.,NEW YORK,Intersection,QUEENS BLVD AND 69 ROAD W B
199014247,QUEENS,3084,39,64-85,SAUNDERS STREET,REGO PARK,11374,NEW YORK,Full Address,64-85 SAUNDERS STREET
199017428,QUEENS,.,.,.,108 STREET AND 62 DRIVE,QUEENS,.,NEW YORK,Intersection,108 STREET AND 62 DRIVE
199041206,QUEENS,.,.,.,91 ST ROOSEVELT AVENUE,QUEENS,.,NEW YORK,Intersection,91 ST AND ROOSEVELT AVENUE
199045478,QUEENS,1359,59,25-11,85 STREET,EAST ELMHURST,11370,NEW YORK,Full Address,25-11 85 STREET
199045808,QUEENS,.,.,.,I O 97 ST 34 AVE,QUEENS,.,NEW YORK,Intersection,97 ST AND 34 AVE
199055919,QUEENS,.,.,.,78 ST ROOSEVELT AVENUE,QUEENS,.,NEW YORK,Intersection,78 ST AND ROOSEVELT AVENUE
199055928,QUEENS,.,.,.,90 ST 31 AVE,QUEENS,.,NEW YORK,Intersection,90 ST AND 31 AVE
199058530,QUEENS,.,.,.,108 ST 32 AVE,QUEENS,.,NEW YORK,Intersection,108 ST AND 32 AVE
199063536,QUEENS,3402,64,1863,HIMROD STREET,RIDGEWOOD,11385,NEW YORK,Full Address,1863 HIMROD STREET
199064553,QUEENS,.,.,.,S E SENECA AVE I O WOODBINE,QUEENS,.,NEW YORK,Intersection,S E SENECA AVE AND WOODBINE
199080741,QUEENS,.,.,.,N B UNION TURNPIKE METROPOLI,QUEENS,.,NEW YORK,Intersection,UNION TURNPIKE AND METROPOLI
199083730,QUEENS,.,.,.,QUEENS BOULEVARD AND S B ASC,QUEENS,.,NEW YORK,Intersection,QUEENS BOULEVARD AND S B ASC
199083794,QUEENS,.,.,.,S E HORACE HARDING JUNCTION,QUEENS,.,NEW YORK,Insufficient Information,S E HORACE HARDING JUNCTION
199084050,QUEENS,.,.,.,I O METROPOLITAN AVE AT 71 A,QUEENS,.,NEW YORK,Intersection,METROPOLITAN AVE AND 71 A
199087076,QUEENS,.,.,.,99 STREET 64 AVE,QUEENS,.,NEW YORK,Intersection,99 STREET AND 64 AVE
199087388,QUEENS,.,.,.,65 RD SAUNDERS ST,QUEENS,.,NEW YORK,Intersection,65 RD AND SAUNDERS ST
199087965,QUEENS,.,.,.,108 STREET 62 DRIVE,QUEENS,.,NEW YORK,Intersection,108 STREET AND 62 DRIVE
199094666,QUEENS,1605,64,40-17,JUNCTION BOULEVARD,CORONA,11368,NEW YORK,Full Address,40-17 JUNCTION BOULEVARD
199094675,QUEENS,1984,88,104-06,ROOSEVELT AVENUE,CORONA,11368,NEW YORK,Full Address,104-06 ROOSEVELT AVENUE
199098534,QUEENS,1880,1,97-02,CORONA AVENUE,CORONA,11368,NEW YORK,Full Address,97-02 CORONA AVENUE
199103906,QUEENS,1621,16,96-28,ALSTYNE AVENUE,CORONA,11368,NEW YORK,Full Address,96-28 ALSTYNE AVENUE
199120617,QUEENS,.,.,.,I O 99 STREET 57 AVENUE,QUEENS,.,NEW YORK,Intersection,99 STREET AND 57 AVENUE
199126052,QUEENS,.,.,.,I O BAXTER AVE JUDGE ST,QUEENS,.,NEW YORK,Intersection,BAXTER AVE AND JUDGE ST
199126364,QUEENS,.,.,.,41 AVE WARREN ST,QUEENS,.,NEW YORK,Intersection,41 AVE AND WARREN ST
199140893,QUEENS,.,.,.,31 AVE 54 ST,QUEENS,.,NEW YORK,Intersection,31 AVE AND 54 ST
199153498,QUEENS,.,.,33-01,38 AVENUE,LONG ISLAND CIT,11101,NEW YORK,Full Address,33-01 38 AVENUE
199182821,QUEENS,.,.,.,VAN DAM STREET HUNTERS POINT,QUEENS,.,NEW YORK,Intersection,VAN DAM STREET AND HUNTERS POINT
199182840,QUEENS,.,.,.,GREENPOINT AVE BORDEN AVENUE,QUEENS,.,NEW YORK,Intersection,GREENPOINT AVE AND BORDEN AVENUE
199189697,QUEENS,6,60,52-03,CENTER BOULEVARD,LONG ISLAND CIT,11101,NEW YORK,Full Address,52-03 CENTER BOULEVARD
199189715,QUEENS,21,20,45-45,CENTER BOULEVARD,LONG ISLAND CIT,11109,NEW YORK,Full Address,45-45 CENTER BOULEVARD
199189724,QUEENS,21,60,47-09,CENTER BOULEVARD,LONG ISLAND CIT,11109,NEW YORK,Full Address,47-09 CENTER BOULEVARD
199196544,QUEENS,.,.,.,47 STREET DITMAS BLVD,QUEENS,.,NEW YORK,Intersection,47 STREET AND DITMAS BLVD
199201604,QUEENS,.,.,.,CLINTONVILE ST 14 AVENUE,QUEENS,.,NEW YORK,Intersection,CLINTONVILE ST AND 14 AVENUE
199205610,QUEENS,.,.,.,35 AVENUE PARSONS BOULEVARD,QUEENS,.,NEW YORK,Insufficient Information,35 AVENUE PARSONS BOULEVARD
199209570,QUEENS,.,.,.,PARSONS BLVD 25 DR,QUEENS,.,NEW YORK,Intersection,PARSONS BLVD AND 25 DR
199210826,QUEENS,.,.,.,C O MAIN STREET AND ELDER AV,QUEENS,.,NEW YORK,Intersection,MAIN STREET AND ELDER AV
199213181,QUEENS,.,.,.,UNION ST FRANKLIN AVE,QUEENS,.,NEW YORK,Intersection,UNION ST AND FRANKLIN AVE
199213200,QUEENS,.,.,.,BOOTH MEMORIAL 137 ST,QUEENS,.,NEW YORK,Insufficient Information,BOOTH MEMORIAL 137 ST
199217078,QUEENS,.,.,.,12 RD AND 157 ST,QUEENS,.,NEW YORK,Intersection,12 RD AND 157 ST
199217581,QUEENS,.,.,.,I O 150 ST BAYSIDE AVE,QUEENS,.,NEW YORK,Intersection,150 ST AND BAYSIDE AVE
199219094,QUEENS,.,.,.,158 ST NORTHERN BLVD,QUEENS,.,NEW YORK,Intersection,158 ST AND NORTHERN BLVD
199229040,QUEENS,.,.,109-62,FRANCIS LEWIS BOULEVARD,QUEENS VILLAGE,11429,NEW YORK,Full Address,109-62 FRANCIS LEWIS BOULEVARD
199237015,QUEENS,.,.,.,INTERSECTION OF HOYT AVES 27,QUEENS,.,NEW YORK,Insufficient Information,INTERSECTION OF HOYT AVES 27
199237428,QUEENS,.,.,.,21 STREET 31 AVE,QUEENS,.,NEW YORK,Intersection,21 STREET AND 31 AVE
199238014,QUEENS,.,.,.,N B STEINWAY STREET BROADWAY,QUEENS,.,NEW YORK,Intersection,STEINWAY STREET AND BROADWAY
199238023,QUEENS,.,.,.,21 ST DITMARS BLVD,QUEENS,.,NEW YORK,Intersection,21 ST AND DITMARS BLVD
199239013,QUEENS,.,.,.,INTERSECTION OF BROADWAY 30,QUEENS,.,NEW YORK,Insufficient Information,INTERSECTION OF BROADWAY 30
199243523,QUEENS,.,.,.,23 AVE AND 166 ST,QUEENS,.,NEW YORK,Intersection,23 AVE AND 166 ST
199243532,QUEENS,.,.,.,23 AVE AND 166 ST,QUEENS,.,NEW YORK,Intersection,23 AVE AND 166 ST
199243560,QUEENS,.,.,.,PARSONS BLVD AND 14 AVE,QUEENS,.,NEW YORK,Intersection,PARSONS BLVD AND 14 AVE
199244019,QUEENS,.,.,.,I O DAHLIA AVENUE MAIN STREE,QUEENS,.,NEW YORK,Insufficient Information,DAHLIA AVENUE MAIN STREE
199244477,QUEENS,.,.,.,I O MAIN STREET FRANKLIN AVE,QUEENS,.,NEW YORK,Intersection,MAIN STREET AND FRANKLIN AVE
199247777,QUEENS,.,.,.,C O 29 AVE PARSONS BLVD,QUEENS,.,NEW YORK,Intersection,29 AVE AND PARSONS BLVD
199249088,QUEENS,5175,41,148-02,56 ROAD,FLUSHING,11355,NEW YORK,Full Address,148-02 56 ROAD
199249097,QUEENS,.,.,.,149 PLACE NORTHERN BLVD,QUEENS,.,NEW YORK,Intersection,149 PLACE AND NORTHERN BLVD
199251131,QUEENS,.,.,.,ASTORIA BLVD SOUTH 36 ST,QUEENS,.,NEW YORK,Intersection,ASTORIA BLVD AND SOUTH 36 ST
199253194,QUEENS,.,.,.,I O 29 ST 21 AVE,QUEENS,.,NEW YORK,Intersection,29 ST AND 21 AVE
199259556,QUEENS,.,.,.,44 STREET 25 AVENUE,QUEENS,.,NEW YORK,Intersection,44 STREET AND 25 AVENUE
199261875,QUEENS,.,.,.,KISSENA BLVD FRANKLIN AVE,QUEENS,.,NEW YORK,Intersection,KISSENA BLVD AND FRANKLIN AVE
199261994,QUEENS,.,.,.,MAIN ST 41 RD,QUEENS,.,NEW YORK,Intersection,MAIN ST AND 41 RD
199264818,QUEENS,.,.,.,S E C O WHIITESTONE EXP SR 1,QUEENS,.,NEW YORK,Insufficient Information,WHIITESTONE EXP SR 1
199293198,QUEENS,.,.,.,S B 262 PLACE AND HUNGRY HAR,QUEENS,.,NEW YORK,Intersection,262 PLACE AND HUNGRY HAR
199302548,QUEENS,.,.,.,I O SUNRISE HIGHWAY FRANCIS,QUEENS,.,NEW YORK,Intersection,SUNRISE HIGHWAY AND FRANCIS
199302557,QUEENS,.,.,.,HILLSIDE AVE HOMELAWN ST,QUEENS,.,NEW YORK,Intersection,HILLSIDE AVE AND HOMELAWN ST
199330322,QUEENS,.,.,.,S W CORNER OF WINCHESTER BLV,QUEENS,.,NEW YORK,Insufficient Information,S W CORNER OF WINCHESTER BLV
199337537,QUEENS,.,.,.,N W C O FRANCIS LEWIS BLVD B,QUEENS,.,NEW YORK,Intersection,FRANCIS LEWIS BLVD AND B
199366411,QUEENS,.,.,.,LIBERTY AVE 132 STREET,QUEENS,.,NEW YORK,Intersection,LIBERTY AVE AND 132 STREET
199366420,QUEENS,.,.,.,ROCKAWAY BLVD WOODHAVEN BLVD,QUEENS,.,NEW YORK,Intersection,ROCKAWAY BLVD AND WOODHAVEN BLVD
199366494,QUEENS,.,.,.,LIBERTY AVE LEFFERTS BLVD,QUEENS,.,NEW YORK,Intersection,LIBERTY AVE AND LEFFERTS BLVD
199395900,QUEENS,.,.,.,177 ST 93 AVE,QUEENS,.,NEW YORK,Intersection,177 ST AND 93 AVE
199401456,QUEENS,10049,7,145-52,LIBERTY AVENUE,JAMAICA,11435,NEW YORK,Full Address,145-52 LIBERTY AVENUE
199407075,QUEENS,10213,14,92-06,173 STREET,JAMAICA,11433,NEW YORK,Full Address,92-06 173 STREET
199426105,QUEENS,8520,2,270-05,76 AVENUE,GLEN OAKS,11004,NEW YORK,Full Address,270-05 76 AVENUE
199426150,QUEENS,.,.,270-05,76,QUEENS,.,NEW YORK,Full Address,270-05 76
199435510,QUEENS,.,.,.,I O 169 STREET AMD 88 AVENUE,QUEENS,.,NEW YORK,Intersection,169 STREET AND AMD 88 AVENUE
199437013,QUEENS,10213,14,92-06,173 STREET,JAMAICA,11433,NEW YORK,Full Address,92-06 173 STREET
199442330,QUEENS,.,.,.,SUTPHIN BLVD AND SOUTH ROAD,QUEENS,.,NEW YORK,Intersection,SUTPHIN BLVD AND SOUTH ROAD
199493856,QUEENS,16286,101,.,ROCKAWAY BEACH,ROCKAWAY PARK,11694,.,Intersection,ROCKAWAY AND BEACH
199505800,QUEENS,.,.,.,I O GATEWAY BLVD CORNAGA AVE,QUEENS,.,NEW YORK,Intersection,GATEWAY BLVD AND CORNAGA AVE
199516002,QUEENS,.,.,.,I O MOTT AVENUE BEACH CHANNE,QUEENS,.,NEW YORK,Insufficient Information,MOTT AVENUE BEACH CHANNE
199522080,QUEENS,.,.,.,164 ST HORACE HARDING,QUEENS,.,NEW YORK,Intersection,164 ST AND HORACE HARDING
199523327,QUEENS,.,.,.,188 STREET UNION TURNPIKE,QUEENS,.,NEW YORK,Intersection,188 STREET AND UNION TURNPIKE
199523336,QUEENS,.,.,.,139 STREET 86 AVE,QUEENS,.,NEW YORK,Intersection,139 STREET AND 86 AVE
199531274,QUEENS,.,.,.,W B ATLANTIC AVE 102 STREET,QUEENS,.,NEW YORK,Intersection,ATLANTIC AVE AND 102 STREET
199531283,QUEENS,.,.,.,WOODHAVEN BLVD ATLANTIC AVE,QUEENS,.,NEW YORK,Intersection,WOODHAVEN BLVD AND ATLANTIC AVE
199531292,QUEENS,8933,80,87-20,WOODHAVEN BOULEVARD,WOODHAVEN,11421,NEW YORK,Full Address,87-20 WOODHAVEN BOULEVARD
199535591,QUEENS,.,.,105-09,JAMAICA,QUEENS,.,NEW YORK,Full Address,105-09 JAMAICA
199545455,QUEENS,16120,80,86-10,ROCKAWAY BEACH BOULEVARD,FAR ROCKAWAY,11693,NEW YORK,Full Address,86-10 ROCKAWAY BEACH BOULEVARD
199579308,QUEENS,16037,55,431,BEACH 63 STREET,ARVERNE,11692,.,Full Address,431 BEACH 63 STREET
199615305,QUEENS,.,.,.,89 ST 88 AVE,QUEENS,.,NEW YORK,Intersection,89 ST AND 88 AVE
199615397,QUEENS,.,.,.,JAMAICA AE FOREST PARK DR,QUEENS,.,NEW YORK,Insufficient Information,JAMAICA AE FOREST PARK DR
199617340,QUEENS,9492,9,125-20,101 AVENUE,SOUTH RICHMOND,11419,NEW YORK,Full Address,125-20 101 AVENUE
199620300,QUEENS,.,.,.,UTPOIA PKWY H H E E B,QUEENS,.,NEW YORK,Intersection,UTPOIA PKWY AND H H E E B
199621016,QUEENS,9782,1,84-73,PARSONS BOULEVARD,JAMAICA,11432,NEW YORK,Full Address,84-73 PARSONS BOULEVARD
199623243,NOT NYC,.,.,.,I O HOMELAWN ST AND HILLSIDE,.,.,NEW YORK,Intersection,HOMELAWN ST AND HILLSIDE
199638120,QUEENS,.,.,.,S B WOODHAVEN BLVD JAMAICA A,QUEENS,.,NEW YORK,Intersection,WOODHAVEN BLVD AND JAMAICA A
199638818,QUEENS,.,.,.,102 ST AND 101 AVE,QUEENS,.,NEW YORK,Intersection,102 ST AND 101 AVE
199657554,QUEENS,.,.,.,PARK LN MYRTLE AVE,QUEENS,.,NEW YORK,Intersection,PARK LN AND MYRTLE AVE
199657572,QUEENS,.,.,.,WOODHAVEN BLVD FOREST PK DR,QUEENS,.,NEW YORK,Intersection,WOODHAVEN BLVD AND FOREST PK DR
199681049,QUEENS,13022,115,184-17,140 AVENUE,SPRINGFIELD GDN,11413,NEW YORK,Full Address,184-17 140 AVENUE
199700656,QUEENS,.,.,116-39,SUTPHIN BOULEVARD,JAMAICA,11434,NEW YORK,Full Address,116-39 SUTPHIN BOULEVARD
199704854,MANHATTAN,.,.,.,E 117 ST PARK AVE,NEW YORK,.,NEW YORK,Intersection,E 117 ST AND ST PARK AVE
199725938,BROOKLYN,.,.,.,E 83RD FOSTER,BROOKLYN,.,NEW YORK,Insufficient Information,E 83RD FOSTER
199729640,BROOKLYN,7994,1,8913,GLENWOOD ROAD,BROOKLYN,11236,NEW YORK,Full Address,8913 GLENWOOD ROAD
199729741,BROOKLYN,8259,33,9402,AVENUE L,BROOKLYN,11236,NEW YORK,Full Address,9402 AVENUE L
199729750,BROOKLYN,8259,33,9402,AVENUE L,BROOKLYN,11236,NEW YORK,Full Address,9402 AVENUE L
199732006,BROOKLYN,.,.,.,FLATBUSH AVE MARTENSE ST,BROOKLYN,.,NEW YORK,Intersection,FLATBUSH AVE AND MARTENSE ST
199740760,BROOKLYN,.,.,.,W B ALBERMALE ROAD I O OCEAN,BROOKLYN,.,NEW YORK,Intersection,ALBERMALE ROAD AND OCEAN
199740824,BROOKLYN,.,.,.,N W CORNER OF FLATBUSH AVE I,BROOKLYN,.,NEW YORK,Intersection,N W CORNER OF FLATBUSH AVE AND I
199748396,BROOKLYN,5097,85,1714,CHURCH AVENUE,BROOKLYN,11226,NEW YORK,Full Address,1714 CHURCH AVENUE
199751449,BROOKLYN,.,.,.,NOSTRAND AVE BEVERLY RD,BROOKLYN,.,NEW YORK,Intersection,NOSTRAND AVE AND BEVERLY RD
199751467,BROOKLYN,.,.,.,S E C O SNYDER AV NOSTRND AV,BROOKLYN,.,NEW YORK,Intersection,SNYDER AV AND NOSTRND AV
199771579,BROOKLYN,.,.,.,E B AVENUE J W B E 17 STREET,BROOKLYN,.,NEW YORK,Insufficient Information,AVENUE J W B E 17 STREET
199771597,BROOKLYN,7626,49,2624,AVENUE K,BROOKLYN,11210,NEW YORK,Full Address,2624 AVENUE K
199772495,BROOKLYN,.,.,.,CATON AVE I O FLATBUSH AVE,BROOKLYN,.,NEW YORK,Intersection,CATON AVE AND FLATBUSH AVE
199781340,BROOKLYN,5154,59,395,EAST 11 STREET,BROOKLYN,11218,NEW YORK,Full Address,395 EAST 11 STREET
199786099,BROOKLYN,.,.,.,BEVERLY ROAD FLATBUSH AVE,BROOKLYN,.,NEW YORK,Intersection,BEVERLY ROAD AND FLATBUSH AVE
199802442,BROOKLYN,.,.,.,ROCKAWAY PKWY I O WILLMOHR S,BROOKLYN,.,NEW YORK,Intersection,ROCKAWAY PKWY AND WILLMOHR S
199803598,BROOKLYN,.,.,.,RUTLAND RD I O UTICA AVE,BROOKLYN,.,NEW YORK,Intersection,RUTLAND RD AND UTICA AVE
199809776,BROOKLYN,.,.,.,C O ROCKAWAY PKWY RUTLAND,BROOKLYN,.,NEW YORK,Intersection,ROCKAWAY PKWY AND RUTLAND
199811527,BROOKLYN,.,.,.,OCEAN AVE CORTELYOU RD,BROOKLYN,.,NEW YORK,Intersection,OCEAN AVE AND CORTELYOU RD
199811536,BROOKLYN,.,.,.,FLATBUSH AVE MARTENSE ST,BROOKLYN,.,NEW YORK,Intersection,FLATBUSH AVE AND MARTENSE ST
199816385,BROOKLYN,5081,48,505,OCEAN AVENUE,BROOKLYN,11226,NEW YORK,Full Address,505 OCEAN AVENUE
199817402,BROOKLYN,6720,41,1804,AVENUE J,BROOKLYN,11230,NEW YORK,Full Address,1804 AVENUE J
199822050,BROOKLYN,.,.,.,AVE K E 72 ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE K E 72 ST
199833509,BROOKLYN,.,.,.,WEST 6TH ST AVENUE O,BROOKLYN,.,NEW YORK,Intersection,WEST 6TH ST AND AVENUE O
199835332,BROOKLYN,.,.,216,VAN SICKLEN STREET,BROOKLYN,11223,NEW YORK,Full Address,216 VAN SICKLEN STREET
199848799,BROOKLYN,.,.,.,S B E 83 I O FLATLANDS AVE,BROOKLYN,.,NEW YORK,Intersection,E 83 AND FLATLANDS AVE
199876445,BROOKLYN,.,.,.,I O FOSTER AVE EAST 25TH ST,BROOKLYN,.,NEW YORK,Intersection,FOSTER AVE AND EAST 25TH ST
199898858,BROOKLYN,.,.,.,KINGS HWY AVE D,BROOKLYN,.,NEW YORK,Intersection,KINGS HWY AND AVE D
199903047,BROOKLYN,.,.,.,FLATLANDS AVE I O EAST 83 ST,BROOKLYN,.,NEW YORK,Intersection,FLATLANDS AVE AND EAST 83 ST
199905870,BROOKLYN,7994,1,8913,GLENWOOD ROAD,BROOKLYN,11236,NEW YORK,Full Address,8913 GLENWOOD ROAD
199905889,BROOKLYN,7946,46,922,REMSEN AVENUE,BROOKLYN,11236,NEW YORK,Full Address,922 REMSEN AVENUE
199905916,BROOKLYN,7994,1,8913,GLENWOOD ROAD,BROOKLYN,11236,NEW YORK,Full Address,8913 GLENWOOD ROAD
199905925,BROOKLYN,7994,1,8913,GLENWOOD ROAD,BROOKLYN,11236,NEW YORK,Full Address,8913 GLENWOOD ROAD
199907768,BROOKLYN,8277,86,9202,AVENUE M,BROOKLYN,11236,NEW YORK,Full Address,9202 AVENUE M
199907777,BROOKLYN,8259,33,9402,AVENUE L,BROOKLYN,11236,NEW YORK,Full Address,9402 AVENUE L
199907786,BROOKLYN,8259,133,9404,AVENUE L,BROOKLYN,11236,NEW YORK,Full Address,9404 AVENUE L
199907795,BROOKLYN,8180,113,1153,EAST 92 STREET,BROOKLYN,11236,NEW YORK,Full Address,1153 EAST 92 STREET
199909014,BROOKLYN,.,.,.,N E C O AVE J AND E 81 STREE,BROOKLYN,.,NEW YORK,Intersection,AVE J AND E 81 STREE
199909299,BROOKLYN,.,.,.,E B FLATLANDS AVE I O E 86 S,BROOKLYN,.,NEW YORK,Intersection,FLATLANDS AVE AND E 86 S
199913836,BROOKLYN,.,.,.,C O AVENUE V W 7 STREET,BROOKLYN,.,NEW YORK,Insufficient Information,AVENUE V W 7 STREET
199913845,BROOKLYN,.,.,.,C O SENSON AVENUE BAY 32 STR,BROOKLYN,.,NEW YORK,Insufficient Information,SENSON AVENUE BAY 32 STR
199915486,BROOKLYN,.,.,.,19 AVE AND 85 ST,BROOKLYN,.,NEW YORK,Intersection,19 AVE AND 85 ST
199916999,BROOKLYN,.,.,.,BAY PARKWAY BENSON AVE,BROOKLYN,.,NEW YORK,Intersection,BAY PARKWAY AND BENSON AVE
199917136,BROOKLYN,.,.,.,I O 71 ST BAY PKWY,BROOKLYN,.,NEW YORK,Intersection,71 ST AND BAY PKWY
199925303,BROOKLYN,.,.,.,AVE N E 56 ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE N E 56 ST
199929620,BROOKLYN,.,.,.,C O FLATBUSH AVE AVE M,BROOKLYN,.,NEW YORK,Intersection,FLATBUSH AVE AND AVE M
199931775,BROOKLYN,.,.,.,INT OF KINGS HIGHWAY AND CLA,BROOKLYN,.,NEW YORK,Intersection,KINGS HIGHWAY AND CLA
199938018,BROOKLYN,.,.,.,I O CHURCH AVE E 94 ST,BROOKLYN,.,NEW YORK,Intersection,CHURCH AVE AND E 94 ST
199951997,BROOKLYN,.,.,.,MARTENSE ST FAIRVIEW PLACE,BROOKLYN,.,NEW YORK,Intersection,MARTENSE ST AND FAIRVIEW PLACE
199953921,BROOKLYN,.,.,.,SNYDER AVE E 32 ST,BROOKLYN,.,NEW YORK,Intersection,SNYDER AVE AND E 32 ST
199959807,BROOKLYN,4869,1,1451,NOSTRAND AVENUE,BROOKLYN,11226,NEW YORK,Full Address,1451 NOSTRAND AVENUE
199961282,BROOKLYN,.,.,.,INTERSECTION OF 71ST STREET,BROOKLYN,.,NEW YORK,Insufficient Information,INTERSECTION OF 71ST STREET
199973676,BROOKLYN,.,.,.,E B 52 ST I O 13 AVE,BROOKLYN,.,NEW YORK,Intersection,52 ST AND 13 AVE
199975041,BROOKLYN,.,.,.,N B C O FT HAMILTON PKWAY 48,BROOKLYN,.,NEW YORK,Insufficient Information,C O FT HAMILTON PKWAY 48
199975142,BROOKLYN,.,.,.,AVE M EAST 4TH ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE M EAST 4TH ST
199975894,BROOKLYN,.,.,.,FT HAMILTON PKWY I O NEW UTR,BROOKLYN,.,NEW YORK,Intersection,FT HAMILTON PKWY AND NEW UTR
199975903,BROOKLYN,.,.,.,44 ST I O 10 AVE,BROOKLYN,.,NEW YORK,Intersection,44 ST AND 10 AVE
199975912,BROOKLYN,.,.,4001,FT HAMILTON PARKWAY,BROOKLYN,11218,NEW YORK,Full Address,4001 FT HAMILTON PARKWAY
199976911,BROOKLYN,.,.,.,BEVERLEY RD AVE C,BROOKLYN,.,NEW YORK,Intersection,BEVERLEY RD AND AVE C
199977810,BROOKLYN,5291,1,1171,38 STREET,BROOKLYN,11218,NEW YORK,Full Address,1171 38 STREET
199977838,BROOKLYN,5291,18,1137,38 STREET,BROOKLYN,11218,NEW YORK,Full Address,1137 38 STREET
199977874,BROOKLYN,.,.,.,61 STREET FORT HAMILTON PKWY,BROOKLYN,.,NEW YORK,Intersection,61 STREET AND FORT HAMILTON PKWY
199991359,BROOKLYN,.,.,.,INTERSECTION OF OVINGTON AVE,BROOKLYN,.,NEW YORK,Insufficient Information,INTERSECTION OF OVINGTON AVE
199999865,BROOKLYN,.,.,.,I O 88 ST AND FT HAMILTON PK,BROOKLYN,.,NEW YORK,Intersection,88 ST AND FT HAMILTON PK
200007776,BROOKLYN,4629,68,201,EAST 93 STREET,BROOKLYN,11212,NEW YORK,Full Address,201 EAST 93 STREET
200008784,BROOKLYN,.,.,.,S W CORNER FLATBUSH AVENUE I,BROOKLYN,.,NEW YORK,Insufficient Information,S W CORNER FLATBUSH AVENUE I
200062547,BROOKLYN,.,.,.,AVE C I O CONEY ISLAND AVE,BROOKLYN,.,NEW YORK,Intersection,AVE C AND CONEY ISLAND AVE
200063335,BROOKLYN,.,.,.,OCEAN PARKWAY I O BAY PARKWA,BROOKLYN,.,NEW YORK,Intersection,OCEAN PARKWAY AND BAY PARKWA
200064563,BROOKLYN,.,.,.,I O AVE M E 2ND ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE M E 2ND ST
200064572,BROOKLYN,.,.,.,DAHILL RD AND 41ST ST,BROOKLYN,.,NEW YORK,Intersection,DAHILL RD AND 41ST ST
200064747,BROOKLYN,.,.,.,15TH AVE AND 44TH ST,BROOKLYN,.,NEW YORK,Intersection,15TH AVE AND 44TH ST
200066067,BROOKLYN,.,.,.,14 AVE 56 ST,BROOKLYN,.,NEW YORK,Intersection,14 AVE AND 56 ST
200066168,BROOKLYN,.,.,.,I O E 3 STREET AND DITMARS A,BROOKLYN,.,NEW YORK,Intersection,E 3 STREET AND DITMARS A
200067836,BROOKLYN,.,.,.,I O 10 AVE 48 ST,BROOKLYN,.,NEW YORK,Intersection,10 AVE AND 48 ST
200069349,BROOKLYN,.,.,.,I O 56 ST 15 AVE,BROOKLYN,.,NEW YORK,Intersection,56 ST AND 15 AVE
200069358,BROOKLYN,.,.,.,I O NEW UTRECHT AVE 55 STREE,BROOKLYN,.,NEW YORK,Intersection,NEW UTRECHT AVE AND 55 STREE
200069367,BROOKLYN,.,.,.,I O E 3 STREET ELMWOOD AVE,BROOKLYN,.,NEW YORK,Intersection,E 3 ST AND STREET ELMWOOD AVE
200069899,BROOKLYN,.,.,.,12 AVE I O 58 ST,BROOKLYN,.,NEW YORK,Intersection,12 AVE AND 58 ST
200073794,BROOKLYN,.,.,.,7 AVE OVINGTON AVE,BROOKLYN,.,NEW YORK,Intersection,7 AVE AND OVINGTON AVE
200076984,BROOKLYN,.,.,.,66 STREET FORT HAMILTON PKWY,BROOKLYN,.,NEW YORK,Intersection,66 STREET AND FORT HAMILTON PKWY
200078405,BROOKLYN,6153,1,.,FT HAMILTON,BROOKLYN,11209,NEW YORK,Intersection,FT AND HAMILTON
200078533,BROOKLYN,.,.,.,COLONIAL RD SENATOR STREET,BROOKLYN,.,NEW YORK,Intersection,COLONIAL RD AND SENATOR STREET
200095803,BROOKLYN,.,.,.,AVENUE P AND EAST 3 STREET,BROOKLYN,.,NEW YORK,Intersection,AVENUE P AND EAST 3 STREET
200109086,BROOKLYN,.,.,.,I O CLINTON ST SACKETT ST,BROOKLYN,.,NEW YORK,Intersection,CLINTON ST AND SACKETT ST
200113587,BROOKLYN,855,8,410,58 STREET,BROOKLYN,11220,NEW YORK,Full Address,410 58 STREET
200114036,BROOKLYN,.,.,.,I O 5 AVE 54 STREET,BROOKLYN,.,NEW YORK,Intersection,5 AVE AND 54 STREET
200114045,BROOKLYN,.,.,.,N W CORNER OF 6 AVE 59 ST,BROOKLYN,.,NEW YORK,Intersection,N W CORNER OF 6 AVE AND 59 ST
200114054,BROOKLYN,.,.,.,I O 4 AVE 52 STREET,BROOKLYN,.,NEW YORK,Intersection,4 AVE AND 52 STREET
200115228,BROOKLYN,.,.,585,5 AVENUE,BROOKLYN,11215,NEW YORK,Full Address,585 5 AVENUE
200130619,BROOKLYN,729,38,4320,5 AVENUE,BROOKLYN,11232,NEW YORK,Full Address,4320 5 AVENUE
